temperature,humidity,mq2_smoke,mq135_gas,flame_detected,cv_flame_score,cv_smoke_score,person_detected,label
42.51,49.98,216,344,0,0.13,0.29,1,Warning
35.02,29.19,322,758,0,0.2,0.52,1,Gas Leak
81.04,24.43,890,897,1,1.0,0.92,0,Evacuate Immediately
57.86,26.7,803,664,1,0.82,0.71,0,Fire Detected
38.4,36.74,538,645,0,0.17,0.59,1,Gas Leak
41.02,25.78,534,652,0,0.32,0.51,0,Gas Leak
48.06,42.68,332,797,0,0.28,0.36,0,Gas Leak
29.11,32.85,144,161,0,0.01,0.02,0,Safe
38.48,34.69,366,728,0,0.15,0.45,0,Gas Leak
36.06,51.57,263,246,0,0.22,0.21,1,Warning
99.23,28.29,975,876,1,0.93,0.9,0,Evacuate Immediately
60.49,14.95,719,748,1,0.85,0.84,1,Fire Detected
40.22,32.96,506,695,0,0.2,0.56,1,Gas Leak
65.97,18.99,801,600,1,0.66,0.73,0,Fire Detected
20.2,43.25,128,250,0,0.04,0.05,0,Safe
43.27,35.37,235,240,0,0.12,0.38,1,Warning
35.71,35.09,353,830,0,0.3,0.58,0,Gas Leak
27.65,35.79,192,181,0,0.05,0.06,1,Safe
25.08,35.58,116,183,0,0.1,0.06,1,Safe
42.85,34.2,480,876,0,0.23,0.45,1,Gas Leak
34.95,34.11,124,193,0,0.03,0.08,0,Safe
63.91,14.65,870,850,1,0.65,0.8,0,Fire Detected
33.93,34.8,178,209,0,0.04,0.05,1,Safe
42.75,58.62,336,269,0,0.17,0.41,1,Warning
57.55,31.69,708,725,1,0.8,0.71,1,Fire Detected
85.12,17.32,1008,1011,1,0.91,0.98,0,Evacuate Immediately
49.01,24.47,450,711,0,0.13,0.54,0,Gas Leak
23.03,59.74,175,159,0,0.07,0.0,0,Safe
39.66,41.69,357,392,0,0.06,0.27,1,Warning
36.14,36.88,397,214,0,0.06,0.23,0,Warning
29.93,59.84,166,104,0,0.09,0.02,0,Safe
48.56,23.5,746,728,1,0.66,0.88,0,Fire Detected
50.84,27.05,898,685,1,0.86,0.65,1,Fire Detected
67.46,14.57,772,790,1,0.87,0.83,1,Fire Detected
38.37,40.01,319,671,0,0.4,0.35,1,Gas Leak
36.89,51.44,217,229,0,0.1,0.33,1,Warning
53.03,27.96,742,817,1,0.67,0.76,0,Fire Detected
51.4,34.97,881,602,1,0.64,0.87,0,Fire Detected
82.52,12.72,950,943,1,0.99,0.93,0,Evacuate Immediately
33.03,46.38,129,222,0,0.02,0.0,1,Safe
21.51,42.48,198,120,0,0.07,0.09,0,Safe
58.25,39.02,875,676,1,0.7,0.79,0,Fire Detected
53.33,23.96,801,836,1,0.88,0.7,0,Fire Detected
45.96,27.64,895,685,1,0.69,0.84,0,Fire Detected
35.68,59.45,283,362,0,0.07,0.22,1,Warning
34.34,44.4,116,213,0,0.01,0.08,1,Safe
22.11,37.69,113,200,0,0.03,0.03,1,Safe
38.05,21.97,313,813,0,0.32,0.51,0,Gas Leak
23.14,47.34,124,177,0,0.06,0.06,0,Safe
39.12,54.67,261,220,0,0.12,0.31,1,Warning
20.46,53.11,182,168,0,0.07,0.02,0,Safe
38.79,31.37,322,226,0,0.1,0.2,0,Warning
95.7,26.63,862,854,1,0.96,0.98,0,Evacuate Immediately
39.08,55.9,258,361,0,0.15,0.33,1,Warning
62.34,16.78,840,647,1,0.86,0.83,1,Fire Detected
31.52,50.71,136,179,0,0.05,0.04,0,Safe
23.3,49.72,199,155,0,0.1,0.1,0,Safe
25.45,34.97,110,237,0,0.06,0.05,0,Safe
29.1,45.03,174,237,0,0.07,0.0,1,Safe
21.33,40.39,199,146,0,0.06,0.03,1,Safe
20.92,56.0,178,235,0,0.06,0.07,1,Safe
28.73,40.25,169,177,0,0.02,0.08,1,Safe
40.44,47.21,356,606,0,0.27,0.44,0,Gas Leak
49.18,32.02,380,820,0,0.34,0.56,1,Gas Leak
33.87,40.01,152,229,0,0.05,0.09,1,Safe
34.48,48.06,142,106,0,0.09,0.04,0,Safe
46.81,23.33,822,786,1,0.74,0.7,1,Fire Detected
21.14,50.85,161,195,0,0.08,0.02,1,Safe
82.68,25.07,901,933,1,0.9,0.91,0,Evacuate Immediately
